ReservationID,CustomerID,FlightInstanceID,Status
R1028,171,82,waitlist
R1029,206,82,reserved
R1030,491,82,waitlist
R1031,188,82,reserved
R1032,492,82,reserved
R1033,431,82,reserved
R1034,332,83,reserved
R1035,284,83,reserved
R1036,197,83,waitlist
R1037,154,83,waitlist
R1038,459,83,reserved
R1039,353,83,reserved
R1040,44,83,flown
R1041,225,83,waitlist
R1042,72,83,reserved
R1043,13,83,waitlist
R1044,304,83,reserved
R1045,200,83,reserved
R1046,330,84,reserved
R1047,274,84,flown
R1048,416,84,reserved
R1049,9,84,reserved
R1050,29,84,reserved
R1051,370,84,reserved
R1052,61,84,reserved
R1053,335,84,waitlist
R1054,235,84,flown
R1055,446,84,flown
R1056,77,84,waitlist
R1057,120,84,flown
R1058,19,84,waitlist
R1059,251,84,waitlist
R1060,465,85,flown
R1061,24,85,reserved
R1062,333,85,reserved
R1063,89,85,waitlist
R1064,464,85,reserved
R1065,407,85,reserved
R1066,313,85,reserved
R1067,303,85,reserved
R1068,419,85,reserved
R1069,255,85,reserved
R1070,316,85,reserved
R1071,412,85,reserved
R1072,173,85,flown
R1073,348,86,reserved
R1074,62,86,flown
R1075,295,86,reserved
R1076,165,86,flown
R1077,407,86,reserved
R1078,24,86,reserved
R1079,172,86,reserved
R1080,141,86,reserved
R1081,213,86,reserved
R1082,190,86,reserved
R1083,225,86,reserved
R1084,298,86,reserved
R1085,52,86,waitlist
R1086,324,86,waitlist
R1087,399,86,reserved
R1088,42,87,reserved
R1089,92,87,flown
R1090,362,87,waitlist
R1091,455,87,reserved
R1092,356,87,flown
R1093,396,87,reserved
R1094,65,87,reserved
R1095,328,87,reserved
R1096,231,87,reserved
R1097,481,87,reserved
R1098,355,87,reserved
R1099,93,87,waitlist
R1100,314,87,flown
R1101,424,88,waitlist
R1102,179,88,reserved
R1103,286,88,reserved
R1104,61,88,flown
R1105,49,88,waitlist
R1106,442,88,waitlist
R1107,277,88,reserved
R1108,238,88,waitlist
R1109,338,88,reserved
R1110,28,88,reserved
R1111,408,88,reserved
R1112,433,88,flown
R1113,243,88,reserved
R1114,82,88,waitlist
R1115,23,88,reserved
R1116,146,89,reserved
R1117,129,89,reserved
R1118,413,89,flown
R1119,233,89,reserved
R1120,380,89,reserved
R1121,276,89,reserved
R1122,403,89,reserved
R1123,264,89,reserved
R1124,459,89,reserved
R1125,228,89,reserved
R1126,167,89,reserved
R1127,383,89,waitlist
R1128,118,90,waitlist
R1129,167,90,reserved
R1130,122,90,waitlist
R1131,446,90,reserved
R1132,457,90,reserved
R1133,242,90,reserved
R1134,28,90,flown
R1135,75,90,reserved
R1136,313,90,reserved
R1137,199,90,reserved
R1138,235,90,waitlist
R1139,324,90,reserved
R1140,104,91,reserved
R1141,17,91,waitlist
R1142,31,91,reserved
R1143,57,91,flown
R1144,235,91,reserved
R1145,390,91,reserved
R1146,454,91,reserved
R1147,81,91,waitlist
R1148,327,91,flown
R1149,464,91,reserved
R1150,497,91,reserved
R1151,118,91,reserved
R1152,251,92,flown
R1153,111,92,reserved
R1154,429,92,reserved
R1155,8,92,waitlist
R1156,377,92,flown
R1157,127,92,reserved
R1158,297,92,reserved
R1159,475,92,reserved
R1160,77,92,flown
R1161,460,92,reserved
R1162,23,92,reserved
R1163,241,92,waitlist
R1164,259,92,reserved
R1165,272,92,reserved
R1166,421,93,reserved
R1167,254,93,reserved
R1168,286,93,waitlist
R1169,355,93,waitlist
R1170,487,93,reserved
R1171,184,93,reserved
R1172,332,93,flown
R1173,9,93,reserved
R1174,157,93,reserved
R1175,236,93,flown
R1176,383,93,reserved
R1177,500,93,reserved
R1178,396,93,reserved
R1179,361,93,reserved
R1180,405,93,flown
R1181,238,94,waitlist
R1182,1,94,flown
R1183,37,94,reserved
R1184,354,94,reserved
R1185,17,94,reserved
R1186,386,94,reserved
R1187,485,94,waitlist
R1188,295,94,waitlist
R1189,404,94,waitlist
R1190,318,94,flown
R1191,377,94,flown
R1192,264,94,flown
R1193,346,94,reserved
R1194,27,94,reserved
R1195,188,94,reserved
R1196,188,95,reserved
R1197,332,95,reserved
R1198,35,95,reserved
R1199,397,95,reserved
R1200,172,95,reserved
R1201,59,95,waitlist
R1202,378,95,flown
R1203,298,95,flown
R1204,360,95,reserved
R1205,382,95,waitlist
R1206,181,96,flown
R1207,258,96,waitlist
R1208,142,96,reserved
R1209,191,96,reserved
R1210,249,96,reserved
R1211,425,96,reserved
R1212,364,96,reserved
R1213,423,96,reserved
R1214,150,96,reserved
R1215,189,96,waitlist
R1216,485,96,waitlist
R1217,482,96,flown
R1218,457,97,flown
R1219,45,97,reserved
R1220,460,97,reserved
R1221,491,97,flown
R1222,56,97,reserved
R1223,58,97,waitlist
R1224,255,97,reserved
R1225,105,97,reserved
R1226,322,97,reserved
R1227,214,97,flown
R1228,278,97,flown
R1229,178,98,reserved
R1230,378,98,waitlist
R1231,150,98,reserved
R1232,12,98,flown
R1233,119,98,flown
R1234,267,98,waitlist
R1235,211,98,reserved
R1236,336,98,waitlist
R1237,168,98,reserved
R1238,341,98,waitlist
R1239,432,98,reserved
R1240,235,98,reserved
R1241,68,98,flown
R1242,88,99,waitlist
R1243,117,99,reserved
R1244,498,99,reserved
R1245,433,99,reserved
R1246,181,99,reserved
R1247,490,99,reserved
R1248,474,99,reserved
R1249,275,99,reserved
R1250,499,99,reserved
R1251,363,99,waitlist
R1252,342,99,waitlist
R1253,83,99,reserved
R1254,163,100,reserved
R1255,226,100,reserved
R1256,95,100,reserved
R1257,363,100,reserved
R1258,163,100,flown
R1259,76,100,reserved
R1260,277,100,flown
R1261,274,100,reserved
R1262,472,100,reserved
R1263,477,100,reserved
R1264,486,101,reserved
R1265,164,101,reserved
R1266,497,101,waitlist
R1267,500,101,reserved
R1268,332,101,waitlist
R1269,243,101,flown
R1270,497,101,flown
R1271,294,101,waitlist
R1272,410,101,reserved
R1273,465,101,flown
R1274,174,101,waitlist
R1275,246,102,flown
R1276,72,102,waitlist
R1277,60,102,reserved
R1278,206,102,waitlist
R1279,113,102,reserved
R1280,48,102,reserved
R1281,312,102,waitlist
R1282,299,102,reserved
R1283,401,102,flown
R1284,143,102,reserved
R1285,43,102,reserved
R1286,229,102,waitlist
R1287,491,102,reserved
R1288,263,102,reserved
R1289,252,102,reserved
R1290,262,103,flown
R1291,466,103,waitlist
R1292,204,103,reserved
R1293,438,103,reserved
R1294,198,103,reserved
R1295,146,103,reserved
R1296,158,103,flown
R1297,448,103,reserved
R1298,111,103,waitlist
R1299,228,103,waitlist
R1300,213,103,flown
R1301,148,103,reserved
R1302,373,103,flown
R1303,218,103,waitlist
R1304,72,104,flown
R1305,307,104,reserved
R1306,107,104,reserved
R1307,445,104,reserved
R1308,172,104,reserved
R1309,492,104,reserved
R1310,193,104,reserved
R1311,210,104,waitlist
R1312,140,104,reserved
R1313,285,104,reserved
R1314,291,104,waitlist
R1315,71,104,reserved
R1316,427,104,reserved
R1317,252,105,reserved
R1318,424,105,reserved
R1319,300,105,reserved
R1320,287,105,waitlist
R1321,115,105,reserved
R1322,2,105,reserved
R1323,154,105,flown
R1324,428,105,waitlist
R1325,64,105,waitlist
R1326,458,105,reserved
R1327,92,105,reserved
R1328,353,105,waitlist
R1329,15,105,reserved
R1330,142,105,reserved
R1331,307,106,waitlist
R1332,298,106,reserved
R1333,224,106,flown
R1334,322,106,waitlist
R1335,499,106,waitlist
R1336,62,106,reserved
R1337,376,106,reserved
R1338,433,106,reserved
R1339,298,106,reserved
R1340,164,106,reserved
R1341,70,107,reserved
R1342,28,107,reserved
R1343,215,107,waitlist
R1344,490,107,reserved
R1345,149,107,reserved
R1346,328,107,flown
R1347,264,107,reserved
R1348,322,107,reserved
R1349,49,107,reserved
R1350,86,107,reserved
R1351,447,107,reserved
R1352,433,107,waitlist
R1353,155,107,reserved
R1354,358,107,waitlist
R1355,50,107,reserved
R1356,422,108,reserved
R1357,71,108,reserved
R1358,191,108,waitlist
R1359,211,108,reserved
R1360,467,108,reserved
R1361,112,108,reserved
R1362,114,108,flown
R1363,408,108,flown
R1364,315,108,waitlist
R1365,488,108,reserved
R1366,273,108,waitlist
R1367,360,108,waitlist
R1368,214,109,reserved
R1369,40,109,reserved
R1370,68,109,flown
R1371,246,109,reserved
R1372,354,109,reserved
R1373,419,109,reserved
R1374,306,109,reserved
R1375,497,109,reserved
R1376,364,109,reserved
R1377,382,109,flown
R1378,66,110,flown
R1379,73,110,waitlist
R1380,158,110,reserved
R1381,67,110,flown
R1382,218,110,waitlist
R1383,402,110,reserved
R1384,10,110,waitlist
R1385,388,110,reserved
R1386,101,110,reserved
R1387,407,110,waitlist
R1388,304,110,reserved
R1389,466,111,reserved
R1390,34,111,reserved
R1391,6,111,waitlist
R1392,401,111,reserved
R1393,309,111,reserved
R1394,462,111,reserved
R1395,344,111,reserved
R1396,47,111,reserved
R1397,383,111,flown
R1398,486,111,reserved
R1399,83,112,flown
R1400,400,112,waitlist
R1401,124,112,reserved
R1402,35,112,reserved
R1403,297,112,waitlist
R1404,271,112,reserved
R1405,99,112,flown
R1406,88,112,flown
R1407,276,112,reserved
R1408,372,112,reserved
R1409,110,112,flown
R1410,436,112,waitlist
R1411,358,113,reserved
R1412,226,113,waitlist
R1413,55,113,reserved
R1414,182,113,flown
R1415,218,113,reserved
R1416,117,113,reserved
R1417,390,113,flown
R1418,64,113,reserved
R1419,267,113,reserved
R1420,391,113,reserved
R1421,148,113,reserved
R1422,21,113,reserved
R1423,60,114,reserved
R1424,234,114,waitlist
R1425,160,114,waitlist
R1426,431,114,reserved
R1427,284,114,reserved
R1428,438,114,reserved
R1429,439,114,reserved
R1430,431,114,flown
R1431,481,114,waitlist
R1432,92,114,reserved
R1433,346,114,reserved
R1434,54,114,reserved
R1435,268,114,waitlist
R1436,62,115,reserved
R1437,206,115,waitlist
R1438,53,115,waitlist
R1439,457,115,flown
R1440,34,115,reserved
R1441,102,115,reserved
R1442,305,115,flown
R1443,207,115,reserved
R1444,430,115,reserved
R1445,256,115,reserved
R1446,393,116,reserved
R1447,140,116,waitlist
R1448,411,116,waitlist
R1449,205,116,reserved
R1450,342,116,waitlist
R1451,208,116,flown
R1452,262,116,reserved
R1453,394,116,reserved
R1454,63,116,reserved
R1455,255,116,reserved
R1456,483,116,reserved
R1457,51,116,waitlist
R1458,426,116,reserved
R1459,348,116,reserved
R1460,92,116,reserved
R1461,168,117,reserved
R1462,319,117,waitlist
R1463,390,117,reserved
R1464,385,117,reserved
R1465,253,117,waitlist
R1466,104,117,reserved
R1467,255,117,reserved
R1468,134,117,reserved
R1469,415,117,flown
R1470,280,117,reserved
R1471,392,117,reserved
R1472,221,117,flown
R1473,61,117,reserved
R1474,162,117,flown
R1475,227,117,reserved
R1476,91,118,reserved
R1477,441,118,waitlist
R1478,453,118,waitlist
R1479,252,118,reserved
R1480,160,118,waitlist
R1481,250,118,waitlist
R1482,292,118,waitlist
R1483,338,118,reserved
R1484,277,118,reserved
R1485,244,118,reserved
R1486,260,119,reserved
R1487,135,119,reserved
R1488,498,119,reserved
R1489,347,119,reserved
R1490,146,119,reserved
R1491,15,119,reserved
R1492,66,119,flown
R1493,179,119,flown
R1494,299,119,reserved
R1495,457,119,waitlist
R1496,195,119,reserved
R1497,183,120,reserved
R1498,29,120,waitlist
R1499,127,120,reserved
R1500,160,120,reserved
R1501,467,120,waitlist
R1502,445,120,reserved
R1503,173,120,reserved
R1504,276,120,reserved
R1505,236,120,waitlist
R1506,217,120,reserved
R1507,462,120,reserved
R1508,11,120,waitlist
R1509,12,121,flown
R1510,194,121,reserved
R1511,166,121,reserved
R1512,414,121,reserved
R1513,354,121,waitlist
R1514,173,121,reserved
R1515,416,121,waitlist
R1516,174,121,reserved
R1517,154,121,reserved
R1518,224,121,reserved
R1519,326,121,flown
R1520,404,121,reserved
R1521,436,121,reserved
R1522,148,121,reserved
R1523,294,122,reserved
R1524,116,122,waitlist
R1525,491,122,reserved
R1526,433,122,reserved
R1527,304,122,reserved
R1528,35,122,reserved
R1529,272,122,reserved
R1530,108,122,reserved
R1531,40,122,waitlist
R1532,155,122,reserved
R1533,154,122,reserved
R1534,277,122,reserved
R1535,206,123,reserved
R1536,264,123,reserved
R1537,391,123,reserved
R1538,452,123,reserved
R1539,361,123,reserved
R1540,96,123,reserved
R1541,110,123,waitlist
R1542,422,123,waitlist
R1543,240,123,reserved
R1544,327,123,reserved
R1545,315,123,flown
R1546,465,123,reserved
R1547,290,123,waitlist
R1548,268,124,reserved
R1549,237,124,reserved
R1550,78,124,waitlist
R1551,392,124,reserved
R1552,223,124,reserved
R1553,441,124,flown
R1554,33,124,waitlist
R1555,434,124,reserved
R1556,422,124,reserved
R1557,83,124,reserved
R1558,121,125,reserved
R1559,59,125,reserved
R1560,15,125,reserved
R1561,424,125,reserved
R1562,249,125,reserved
R1563,224,125,reserved
R1564,464,125,reserved
R1565,82,125,reserved
R1566,15,125,reserved
R1567,412,125,reserved
R1568,282,125,reserved
R1569,437,125,reserved
R1570,370,125,reserved
R1571,11,125,reserved
R1572,161,126,waitlist
R1573,444,126,reserved
R1574,490,126,reserved
R1575,187,126,waitlist
R1576,454,126,reserved
R1577,483,126,flown
R1578,432,126,reserved
R1579,58,126,reserved
R1580,257,126,flown
R1581,268,126,waitlist
R1582,487,127,waitlist
R1583,269,127,reserved
R1584,453,127,reserved
R1585,308,127,reserved
R1586,414,127,reserved
R1587,427,127,reserved
R1588,200,127,flown
R1589,381,127,reserved
R1590,217,127,reserved
R1591,55,127,reserved
R1592,497,127,reserved
R1593,210,127,reserved
R1594,302,127,reserved
R1595,274,127,reserved
R1596,163,128,reserved
R1597,244,128,waitlist
R1598,494,128,reserved
R1599,402,128,flown
R1600,186,128,reserved
R1601,189,128,flown
R1602,11,128,waitlist
R1603,464,128,waitlist
R1604,431,128,waitlist
R1605,410,128,flown
R1606,470,129,waitlist
R1607,123,129,reserved
R1608,197,129,reserved
R1609,491,129,waitlist
R1610,463,129,flown
R1611,63,129,reserved
R1612,122,129,flown
R1613,199,129,reserved
R1614,492,129,reserved
R1615,470,129,reserved
R1616,47,129,flown
R1617,388,129,reserved
R1618,108,129,flown
R1619,83,129,flown
R1620,324,129,reserved
R1621,209,130,waitlist
R1622,141,130,flown
R1623,422,130,waitlist
R1624,252,130,reserved
R1625,212,130,flown
R1626,171,130,waitlist
R1627,449,130,flown
R1628,52,130,flown
R1629,358,130,reserved
R1630,34,130,reserved
R1631,309,130,waitlist
R1632,281,130,waitlist
R1633,233,130,waitlist
R1634,391,130,reserved
R1635,329,130,reserved
R1636,406,131,waitlist
R1637,2,131,reserved
R1638,322,131,reserved
R1639,295,131,reserved
R1640,81,131,reserved
R1641,366,131,flown
R1642,426,131,waitlist
R1643,67,131,flown
R1644,352,131,reserved
R1645,481,131,reserved
R1646,245,131,flown
R1647,69,131,reserved
R1648,352,131,reserved
R1649,410,132,reserved
R1650,44,132,reserved
R1651,94,132,reserved
R1652,194,132,flown
R1653,453,132,reserved
R1654,11,132,flown
R1655,473,132,reserved
R1656,314,132,waitlist
R1657,465,132,reserved
R1658,237,132,reserved
R1659,360,132,flown
R1660,26,132,reserved
R1661,308,133,reserved
R1662,46,133,flown
R1663,88,133,flown
R1664,61,133,reserved
R1665,270,133,reserved
R1666,472,133,flown
R1667,424,133,waitlist
R1668,61,133,reserved
R1669,105,133,reserved
R1670,442,133,flown
R1671,137,133,reserved
R1672,254,133,reserved
R1673,221,133,flown
R1674,111,134,flown
R1675,145,134,waitlist
R1676,97,134,reserved
R1677,210,134,waitlist
R1678,15,134,reserved
R1679,135,134,reserved
R1680,231,134,flown
R1681,190,134,reserved
R1682,332,134,reserved
R1683,6,134,reserved
R1684,447,134,reserved
R1685,355,134,reserved
R1686,109,134,waitlist
R1687,363,134,reserved
R1688,132,135,reserved
R1689,286,135,reserved
R1690,171,135,flown
R1691,242,135,flown
R1692,311,135,flown
R1693,496,135,flown
R1694,364,135,waitlist
R1695,24,135,reserved
R1696,259,135,waitlist
R1697,155,135,flown
R1698,344,135,reserved
R1699,496,135,flown
R1700,22,135,reserved
R1701,134,135,reserved
R1702,477,136,reserved
R1703,240,136,reserved
R1704,163,136,waitlist
R1705,222,136,reserved
R1706,60,136,reserved
R1707,66,136,reserved
R1708,499,136,flown
R1709,383,136,reserved
R1710,221,136,reserved
R1711,449,136,reserved
R1712,425,136,waitlist
R1713,136,136,reserved
R1714,224,136,flown
R1715,378,137,flown
R1716,392,137,flown
R1717,285,137,flown
R1718,337,137,waitlist
R1719,226,137,reserved
R1720,77,137,reserved
R1721,94,137,reserved
R1722,134,137,reserved
R1723,240,137,reserved
R1724,459,137,flown
R1725,21,137,reserved
R1726,364,137,reserved
R1727,253,138,reserved
R1728,369,138,flown
R1729,64,138,reserved
R1730,105,138,flown
R1731,93,138,flown
R1732,384,138,reserved
R1733,140,138,reserved
R1734,340,138,reserved
R1735,299,138,flown
R1736,3,138,reserved
R1737,293,138,reserved
R1738,472,138,reserved
R1739,394,138,reserved
R1740,455,139,reserved
R1741,146,139,waitlist
R1742,349,139,reserved
R1743,192,139,reserved
R1744,488,139,reserved
R1745,166,139,reserved
R1746,42,139,reserved
R1747,363,139,waitlist
R1748,233,139,waitlist
R1749,138,139,reserved
R1750,169,140,flown
R1751,336,140,waitlist
R1752,232,140,reserved
R1753,375,140,flown
R1754,465,140,flown
R1755,292,140,reserved
R1756,442,140,reserved
R1757,330,140,reserved
R1758,409,140,reserved
R1759,37,140,reserved
R1760,196,141,reserved
R1761,131,141,reserved
R1762,495,141,waitlist
R1763,205,141,reserved
R1764,437,141,reserved
R1765,199,141,waitlist
R1766,146,141,waitlist
R1767,489,141,waitlist
R1768,62,141,reserved
R1769,411,141,reserved
R1770,413,141,flown
R1771,463,141,waitlist
R1772,68,141,reserved
R1773,50,141,flown
R1774,103,142,reserved
R1775,454,142,reserved
R1776,138,142,reserved
R1777,217,142,reserved
R1778,217,142,flown
R1779,315,142,reserved
R1780,323,142,reserved
R1781,21,142,reserved
R1782,499,142,reserved
R1783,115,142,waitlist
R1784,366,142,reserved
R1785,254,142,reserved
R1786,332,142,reserved
R1787,149,142,reserved
R1788,465,143,flown
R1789,154,143,reserved
R1790,66,143,waitlist
R1791,154,143,flown
R1792,268,143,reserved
R1793,292,143,reserved
R1794,40,143,flown
R1795,263,143,reserved
R1796,218,143,reserved
R1797,238,143,waitlist
R1798,417,144,reserved
R1799,131,144,reserved
R1800,394,144,reserved
R1801,59,144,waitlist
R1802,237,144,reserved
R1803,94,144,flown
R1804,24,144,reserved
R1805,449,144,waitlist
R1806,161,144,reserved
R1807,233,144,waitlist
R1808,231,144,waitlist
R1809,136,144,reserved
R1810,471,144,flown
R1811,96,144,reserved
R1812,383,145,flown
R1813,133,145,flown
R1814,55,145,reserved
R1815,10,145,reserved
R1816,60,145,reserved
R1817,336,145,reserved
R1818,355,145,reserved
R1819,337,145,flown
R1820,309,145,waitlist
R1821,156,145,waitlist
R1822,185,146,waitlist
R1823,494,146,waitlist
R1824,203,146,flown
R1825,45,146,reserved
R1826,8,146,reserved
R1827,418,146,reserved
R1828,497,146,reserved
R1829,14,146,reserved
R1830,333,146,reserved
R1831,124,146,reserved
R1832,321,146,flown
R1833,276,146,reserved
R1834,155,146,waitlist
R1835,76,146,reserved
R1836,60,147,reserved
R1837,79,147,waitlist
R1838,228,147,flown
R1839,242,147,reserved
R1840,231,147,reserved
R1841,104,147,reserved
R1842,425,147,flown
R1843,27,147,reserved
R1844,53,147,waitlist
R1845,366,147,reserved
R1846,435,148,reserved
R1847,297,148,reserved
R1848,284,148,flown
R1849,19,148,reserved
R1850,249,148,reserved
R1851,372,148,waitlist
R1852,348,148,flown
R1853,445,148,reserved
R1854,366,148,reserved
R1855,10,148,reserved
R1856,162,148,reserved
R1857,138,148,flown
R1858,214,148,flown
R1859,254,149,waitlist
R1860,331,149,reserved
R1861,358,149,reserved
R1862,83,149,reserved
R1863,99,149,reserved
R1864,225,149,reserved
R1865,113,149,reserved
R1866,351,149,reserved
R1867,309,149,flown
R1868,367,149,waitlist
R1869,453,150,reserved
R1870,365,150,reserved
R1871,214,150,flown
R1872,345,150,waitlist
R1873,185,150,waitlist
R1874,410,150,flown
R1875,83,150,waitlist
R1876,145,150,waitlist
R1877,45,150,waitlist
R1878,67,150,reserved
R1879,81,150,waitlist
R1880,407,151,reserved
R1881,253,151,reserved
R1882,108,151,reserved
R1883,10,151,reserved
R1884,134,151,reserved
R1885,82,151,reserved
R1886,441,151,flown
R1887,17,151,flown
R1888,173,151,reserved
R1889,317,151,reserved
R1890,115,152,reserved
R1891,175,152,waitlist
R1892,394,152,reserved
R1893,450,152,reserved
R1894,459,152,reserved
R1895,354,152,flown
R1896,310,152,waitlist
R1897,362,152,reserved
R1898,485,152,reserved
R1899,235,152,flown
R1900,387,152,reserved
R1901,55,152,waitlist
R1902,313,152,waitlist
R1903,486,152,reserved
R1904,22,153,reserved
R1905,86,153,waitlist
R1906,446,153,reserved
R1907,186,153,reserved
R1908,150,153,waitlist
R1909,391,153,reserved
R1910,376,153,flown
R1911,79,153,waitlist
R1912,172,153,flown
R1913,63,153,flown
R1914,225,153,flown
R1915,394,153,waitlist
R1916,126,153,flown
R1917,243,153,reserved
R1918,88,154,reserved
R1919,191,154,waitlist
R1920,213,154,reserved
R1921,341,154,reserved
R1922,386,154,waitlist
R1923,216,154,waitlist
R1924,71,154,flown
R1925,212,154,flown
R1926,460,154,reserved
R1927,437,154,reserved
R1928,350,154,reserved
R1929,16,154,reserved
R1930,395,154,reserved
R1931,413,154,reserved
R1932,44,155,reserved
R1933,206,155,flown
R1934,85,155,reserved
R1935,202,155,waitlist
R1936,339,155,flown
R1937,78,155,flown
R1938,30,155,flown
R1939,366,155,waitlist
R1940,449,155,reserved
R1941,152,155,reserved
R1942,359,156,reserved
R1943,156,156,waitlist
R1944,161,156,flown
R1945,5,156,flown
R1946,461,156,reserved
R1947,472,156,reserved
R1948,207,156,reserved
R1949,106,156,flown
R1950,320,156,waitlist
R1951,334,156,reserved
R1952,177,156,flown
R1953,401,156,waitlist
R1954,398,156,reserved
R1955,155,156,reserved
R1956,276,156,reserved
R1957,369,157,waitlist
R1958,65,157,reserved
R1959,277,157,reserved
R1960,48,157,reserved
R1961,160,157,reserved
R1962,388,157,waitlist
R1963,12,157,reserved
R1964,408,157,reserved
R1965,133,157,reserved
R1966,397,157,reserved
R1967,217,157,flown
R1968,57,157,waitlist
R1969,431,157,reserved
R1970,322,157,reserved
R1971,64,157,reserved
R1972,482,158,reserved
R1973,153,158,reserved
R1974,3,158,reserved
R1975,121,158,flown
R1976,298,158,reserved
R1977,458,158,flown
R1978,341,158,reserved
R1979,305,158,reserved
R1980,154,158,reserved
R1981,402,158,flown
R1982,294,158,waitlist
R1983,366,158,reserved
R1984,378,158,reserved
R1985,168,158,reserved
R1986,99,158,flown
R1987,233,159,reserved
R1988,365,159,reserved
R1989,211,159,reserved
R1990,32,159,reserved
R1991,67,159,reserved
R1992,229,159,reserved
R1993,347,159,reserved
R1994,302,159,reserved
R1995,399,159,reserved
R1996,136,159,reserved
R1997,326,159,reserved
R1998,226,159,waitlist
R1999,375,160,flown
R2000,422,160,reserved
R2001,259,160,reserved
R2002,365,160,reserved
R2003,496,160,waitlist
R2004,442,160,reserved
R2005,356,160,reserved
R2006,243,160,reserved
R2007,81,160,flown
R2008,190,160,flown
R2009,61,160,waitlist
R2010,210,160,reserved
R2011,190,160,reserved
R2012,268,161,reserved
R2013,191,161,reserved
R2014,192,161,reserved
R2015,249,161,reserved
