ReservationID,CustomerID,FlightInstanceID,Status
R2016,74,161,reserved
R2017,302,161,reserved
R2018,480,161,flown
R2019,456,161,reserved
R2020,94,161,flown
R2021,251,161,reserved
R2022,179,162,reserved
R2023,23,162,reserved
R2024,294,162,reserved
R2025,232,162,flown
R2026,401,162,reserved
R2027,428,162,waitlist
R2028,311,162,reserved
R2029,71,162,reserved
R2030,236,162,waitlist
R2031,342,162,reserved
R2032,444,162,waitlist
R2033,46,162,waitlist
R2034,341,162,waitlist
R2035,199,162,reserved
R2036,174,163,reserved
R2037,491,163,waitlist
R2038,227,163,waitlist
R2039,331,163,reserved
R2040,85,163,waitlist
R2041,293,163,waitlist
R2042,396,163,waitlist
R2043,288,163,waitlist
R2044,330,163,reserved
R2045,99,163,flown
R2046,278,163,reserved
R2047,28,163,flown
R2048,268,163,reserved
R2049,258,164,flown
R2050,62,164,waitlist
R2051,273,164,reserved
R2052,10,164,reserved
R2053,106,164,reserved
R2054,362,164,flown
R2055,297,164,reserved
R2056,414,164,reserved
R2057,165,164,reserved
R2058,24,164,reserved
R2059,479,164,reserved
R2060,224,164,reserved
R2061,13,164,flown
R2062,196,165,reserved
R2063,59,165,flown
R2064,278,165,reserved
R2065,74,165,reserved
R2066,394,165,reserved
R2067,158,165,flown
R2068,348,165,reserved
R2069,315,165,flown
R2070,93,165,reserved
R2071,30,165,reserved
R2072,51,165,reserved
R2073,212,165,flown
R2074,193,166,flown
R2075,461,166,reserved
R2076,104,166,reserved
R2077,306,166,reserved
R2078,253,166,reserved
R2079,259,166,reserved
R2080,59,166,reserved
R2081,163,166,reserved
R2082,209,166,reserved
R2083,15,166,reserved
R2084,120,166,flown
R2085,10,166,reserved
R2086,346,167,reserved
R2087,391,167,reserved
R2088,403,167,reserved
R2089,291,167,reserved
R2090,43,167,flown
R2091,257,167,reserved
R2092,496,167,reserved
R2093,277,167,flown
R2094,401,167,reserved
R2095,488,167,reserved
R2096,467,167,reserved
R2097,22,167,reserved
R2098,238,167,flown
R2099,318,167,reserved
R2100,1,168,reserved
R2101,472,168,reserved
R2102,307,168,reserved
R2103,349,168,reserved
R2104,180,168,flown
R2105,109,168,reserved
R2106,262,168,reserved
R2107,83,168,waitlist
R2108,289,168,reserved
R2109,46,168,reserved
R2110,63,168,flown
R2111,285,169,flown
R2112,450,169,reserved
R2113,313,169,reserved
R2114,411,169,reserved
R2115,350,169,flown
R2116,326,169,reserved
R2117,386,169,waitlist
R2118,140,169,reserved
R2119,165,169,reserved
R2120,236,169,flown
R2121,169,169,reserved
R2122,355,169,reserved
R2123,473,169,reserved
R2124,244,169,reserved
R2125,5,169,waitlist
R2126,285,170,flown
R2127,361,170,reserved
R2128,202,170,reserved
R2129,404,170,flown
R2130,334,170,reserved
R2131,16,170,flown
R2132,418,170,waitlist
R2133,345,170,reserved
R2134,498,170,flown
R2135,424,170,waitlist
R2136,199,170,reserved
R2137,394,170,flown
R2138,5,170,reserved
R2139,480,171,reserved
R2140,5,171,reserved
R2141,11,171,waitlist
R2142,349,171,flown
R2143,184,171,reserved
R2144,418,171,waitlist
R2145,156,171,flown
R2146,114,171,reserved
R2147,253,171,flown
R2148,19,171,reserved
R2149,464,171,waitlist
R2150,311,171,reserved
R2151,421,172,waitlist
R2152,57,172,flown
R2153,292,172,reserved
R2154,88,172,reserved
R2155,338,172,waitlist
R2156,345,172,waitlist
R2157,290,172,reserved
R2158,302,172,reserved
R2159,34,172,reserved
R2160,478,172,reserved
R2161,117,172,flown
R2162,401,173,reserved
R2163,435,173,waitlist
R2164,497,173,waitlist
R2165,273,173,waitlist
R2166,349,173,reserved
R2167,233,173,reserved
R2168,219,173,waitlist
R2169,483,173,waitlist
R2170,438,173,flown
R2171,222,173,flown
R2172,209,173,reserved
R2173,349,173,reserved
R2174,254,173,reserved
R2175,389,173,reserved
R2176,370,173,reserved
R2177,471,174,reserved
R2178,230,174,reserved
R2179,201,174,reserved
R2180,42,174,flown
R2181,414,174,reserved
R2182,378,174,reserved
R2183,354,174,reserved
R2184,39,174,flown
R2185,101,174,reserved
R2186,160,174,reserved
R2187,321,174,reserved
R2188,246,174,reserved
R2189,304,175,waitlist
R2190,479,175,reserved
R2191,129,175,reserved
R2192,243,175,reserved
R2193,175,175,flown
R2194,421,175,reserved
R2195,407,175,reserved
R2196,38,175,waitlist
R2197,318,175,reserved
R2198,49,175,waitlist
R2199,64,176,reserved
R2200,32,176,flown
R2201,194,176,reserved
R2202,435,176,waitlist
R2203,401,176,reserved
R2204,471,176,flown
R2205,29,176,reserved
R2206,321,176,reserved
R2207,53,176,waitlist
R2208,287,176,reserved
R2209,436,176,reserved
R2210,50,176,waitlist
R2211,211,176,reserved
R2212,307,176,waitlist
R2213,6,177,reserved
R2214,238,177,waitlist
R2215,451,177,waitlist
R2216,52,177,reserved
R2217,481,177,waitlist
R2218,14,177,reserved
R2219,169,177,reserved
R2220,56,177,reserved
R2221,305,177,waitlist
R2222,304,177,waitlist
R2223,100,177,flown
R2224,65,177,waitlist
R2225,132,177,reserved
R2226,247,177,waitlist
R2227,96,178,reserved
R2228,409,178,reserved
R2229,66,178,reserved
R2230,224,178,reserved
R2231,334,178,waitlist
R2232,160,178,reserved
R2233,278,178,waitlist
R2234,76,178,reserved
R2235,309,178,reserved
R2236,189,178,flown
R2237,266,178,reserved
R2238,348,178,reserved
R2239,122,178,reserved
R2240,440,179,reserved
R2241,177,179,reserved
R2242,103,179,waitlist
R2243,104,179,waitlist
R2244,175,179,reserved
R2245,244,179,waitlist
R2246,240,179,reserved
R2247,170,179,flown
R2248,290,179,flown
R2249,316,179,reserved
R2250,169,179,reserved
R2251,233,179,flown
R2252,467,179,reserved
R2253,113,179,flown
R2254,115,180,waitlist
R2255,239,180,waitlist
R2256,123,180,reserved
R2257,394,180,flown
R2258,170,180,flown
R2259,193,180,reserved
R2260,95,180,flown
R2261,4,180,reserved
R2262,38,180,reserved
R2263,285,180,reserved
R2264,149,180,reserved
R2265,324,180,reserved
R2266,392,180,reserved
R2267,500,180,reserved
R2268,102,180,reserved
R2269,454,181,reserved
R2270,90,181,reserved
R2271,284,181,reserved
R2272,101,181,reserved
R2273,432,181,reserved
R2274,52,181,reserved
R2275,347,181,reserved
R2276,336,181,waitlist
R2277,57,181,reserved
R2278,108,181,reserved
R2279,123,181,reserved
R2280,339,182,reserved
R2281,270,182,flown
R2282,320,182,flown
R2283,450,182,waitlist
R2284,61,182,reserved
R2285,474,182,reserved
R2286,98,182,reserved
R2287,194,182,waitlist
R2288,163,182,reserved
R2289,326,182,reserved
R2290,24,182,waitlist
R2291,301,182,reserved
R2292,151,183,waitlist
R2293,168,183,reserved
R2294,323,183,waitlist
R2295,447,183,reserved
R2296,261,183,flown
R2297,454,183,reserved
R2298,373,183,reserved
R2299,241,183,waitlist
R2300,315,183,reserved
R2301,261,183,reserved
R2302,452,183,waitlist
R2303,261,183,reserved
R2304,266,183,reserved
R2305,165,183,waitlist
R2306,356,184,reserved
R2307,490,184,reserved
R2308,138,184,reserved
R2309,327,184,flown
R2310,299,184,waitlist
R2311,107,184,reserved
R2312,104,184,reserved
R2313,121,184,reserved
R2314,157,184,reserved
R2315,194,184,reserved
R2316,479,184,flown
R2317,131,184,reserved
R2318,69,184,waitlist
R2319,152,184,reserved
R2320,118,185,reserved
R2321,239,185,reserved
R2322,173,185,reserved
R2323,240,185,reserved
R2324,189,185,flown
R2325,163,185,reserved
R2326,13,185,reserved
R2327,120,185,reserved
R2328,39,185,reserved
R2329,43,185,reserved
R2330,257,185,reserved
R2331,330,185,reserved
R2332,475,186,reserved
R2333,61,186,reserved
R2334,20,186,reserved
R2335,171,186,reserved
R2336,169,186,reserved
R2337,382,186,flown
R2338,350,186,flown
R2339,98,186,waitlist
R2340,71,186,flown
R2341,386,186,waitlist
R2342,279,186,flown
R2343,5,186,waitlist
R2344,422,187,reserved
R2345,207,187,flown
R2346,421,187,reserved
R2347,336,187,reserved
R2348,335,187,reserved
R2349,390,187,flown
R2350,444,187,reserved
R2351,117,187,waitlist
R2352,108,187,reserved
R2353,265,187,reserved
R2354,283,187,waitlist
R2355,370,187,flown
R2356,406,188,reserved
R2357,434,188,reserved
R2358,395,188,flown
R2359,214,188,reserved
R2360,231,188,flown
R2361,16,188,reserved
R2362,296,188,flown
R2363,157,188,flown
R2364,5,188,reserved
R2365,338,188,flown
R2366,174,188,reserved
R2367,218,188,waitlist
R2368,391,189,waitlist
R2369,276,189,reserved
R2370,301,189,reserved
R2371,403,189,reserved
R2372,72,189,reserved
R2373,488,189,flown
R2374,291,189,waitlist
R2375,309,189,flown
R2376,294,189,flown
R2377,196,189,reserved
R2378,201,189,reserved
R2379,198,189,reserved
R2380,56,189,reserved
R2381,328,190,flown
R2382,48,190,reserved
R2383,346,190,reserved
R2384,17,190,flown
R2385,309,190,reserved
R2386,96,190,reserved
R2387,467,190,flown
R2388,146,190,reserved
R2389,150,190,waitlist
R2390,36,190,reserved
R2391,189,190,reserved
R2392,88,190,reserved
R2393,466,190,reserved
R2394,57,191,reserved
R2395,215,191,reserved
R2396,36,191,reserved
R2397,463,191,flown
R2398,67,191,flown
R2399,159,191,reserved
R2400,364,191,waitlist
R2401,82,191,waitlist
R2402,481,191,reserved
R2403,104,191,reserved
R2404,351,191,reserved
R2405,4,192,flown
R2406,229,192,reserved
R2407,205,192,waitlist
R2408,127,192,reserved
R2409,467,192,reserved
R2410,252,192,reserved
R2411,295,192,reserved
R2412,47,192,reserved
R2413,452,192,flown
R2414,178,192,waitlist
R2415,365,192,waitlist
R2416,314,193,flown
R2417,436,193,reserved
R2418,128,193,reserved
R2419,317,193,waitlist
R2420,235,193,reserved
R2421,338,193,reserved
R2422,292,193,reserved
R2423,358,193,flown
R2424,123,193,flown
R2425,81,193,reserved
R2426,322,193,reserved
R2427,342,193,flown
R2428,358,193,waitlist
R2429,466,194,reserved
R2430,391,194,reserved
R2431,189,194,reserved
R2432,54,194,reserved
R2433,400,194,reserved
R2434,231,194,reserved
R2435,107,194,reserved
R2436,237,194,reserved
R2437,328,194,waitlist
R2438,384,194,reserved
R2439,176,194,waitlist
R2440,204,195,reserved
R2441,129,195,reserved
R2442,470,195,reserved
R2443,344,195,waitlist
R2444,249,195,reserved
R2445,43,195,reserved
R2446,125,195,waitlist
R2447,225,195,reserved
R2448,421,195,reserved
R2449,83,195,reserved
R2450,10,195,waitlist
R2451,151,196,reserved
R2452,380,196,reserved
R2453,40,196,waitlist
R2454,6,196,waitlist
R2455,79,196,reserved
R2456,92,196,reserved
R2457,18,196,flown
R2458,273,196,reserved
R2459,357,196,reserved
R2460,326,196,flown
R2461,329,196,waitlist
R2462,460,197,reserved
R2463,354,197,reserved
R2464,27,197,reserved
R2465,25,197,waitlist
R2466,393,197,reserved
R2467,128,197,reserved
R2468,123,197,reserved
R2469,9,197,reserved
R2470,8,197,reserved
R2471,99,197,waitlist
R2472,33,197,reserved
R2473,452,197,reserved
R2474,428,197,flown
R2475,86,197,waitlist
R2476,23,197,reserved
R2477,418,198,reserved
R2478,288,198,waitlist
R2479,320,198,reserved
R2480,278,198,reserved
R2481,220,198,reserved
R2482,110,198,reserved
R2483,166,198,reserved
R2484,206,198,waitlist
R2485,7,198,reserved
R2486,235,198,reserved
R2487,418,199,reserved
R2488,320,199,reserved
R2489,35,199,flown
R2490,211,199,reserved
R2491,307,199,reserved
R2492,53,199,waitlist
R2493,406,199,flown
R2494,436,199,reserved
R2495,129,199,flown
R2496,308,199,reserved
R2497,324,199,waitlist
R2498,348,199,flown
R2499,395,199,waitlist
R2500,171,199,reserved
R2501,390,199,flown
R2502,436,200,waitlist
R2503,35,200,reserved
R2504,312,200,flown
R2505,230,200,reserved
R2506,328,200,waitlist
R2507,258,200,reserved
R2508,7,200,reserved
R2509,316,200,waitlist
R2510,64,200,reserved
R2511,378,200,reserved
R2512,125,200,waitlist
R2513,31,200,reserved
R2514,152,201,reserved
R2515,193,201,reserved
R2516,20,201,reserved
R2517,372,201,reserved
R2518,485,201,reserved
R2519,450,201,reserved
R2520,143,201,reserved
R2521,403,201,waitlist
R2522,267,201,waitlist
R2523,213,201,waitlist
R2524,148,201,waitlist
R2525,118,201,flown
R2526,170,201,reserved
R2527,277,202,reserved
R2528,470,202,waitlist
R2529,128,202,flown
R2530,357,202,waitlist
R2531,312,202,flown
R2532,267,202,reserved
R2533,227,202,waitlist
R2534,34,202,flown
R2535,36,202,flown
R2536,27,202,waitlist
R2537,73,202,flown
R2538,47,203,reserved
R2539,282,203,flown
R2540,478,203,reserved
R2541,260,203,reserved
R2542,372,203,reserved
R2543,85,203,waitlist
R2544,126,203,reserved
R2545,311,203,reserved
R2546,147,203,reserved
R2547,496,203,waitlist
R2548,140,203,flown
R2549,41,204,flown
R2550,185,204,reserved
R2551,86,204,reserved
R2552,217,204,reserved
R2553,377,204,reserved
R2554,80,204,flown
R2555,407,204,reserved
R2556,391,204,reserved
R2557,438,204,reserved
R2558,465,204,flown
R2559,305,204,reserved
R2560,284,204,waitlist
R2561,132,204,reserved
R2562,233,205,reserved
R2563,288,205,waitlist
R2564,37,205,reserved
R2565,367,205,reserved
R2566,80,205,flown
R2567,3,205,reserved
R2568,257,205,waitlist
R2569,192,205,reserved
R2570,474,205,reserved
R2571,203,205,flown
R2572,192,205,reserved
R2573,158,205,waitlist
R2574,37,206,reserved
R2575,20,206,flown
R2576,64,206,reserved
R2577,290,206,reserved
R2578,391,206,reserved
R2579,131,206,waitlist
R2580,385,206,waitlist
R2581,261,206,waitlist
R2582,326,206,waitlist
R2583,357,206,reserved
R2584,198,206,flown
R2585,377,206,reserved
R2586,245,206,reserved
R2587,417,206,reserved
R2588,347,207,reserved
R2589,341,207,waitlist
R2590,134,207,waitlist
R2591,484,207,waitlist
R2592,131,207,reserved
R2593,297,207,flown
R2594,431,207,reserved
R2595,60,207,waitlist
R2596,330,207,waitlist
R2597,197,207,reserved
R2598,301,207,flown
R2599,42,207,reserved
R2600,97,207,flown
R2601,85,207,flown
R2602,130,207,waitlist
R2603,496,208,reserved
R2604,454,208,reserved
R2605,158,208,waitlist
R2606,386,208,flown
R2607,373,208,flown
R2608,56,208,waitlist
R2609,398,208,waitlist
R2610,417,208,reserved
R2611,384,208,reserved
R2612,384,208,reserved
R2613,158,208,reserved
R2614,87,208,flown
R2615,1,208,reserved
R2616,397,208,waitlist
R2617,214,209,waitlist
R2618,376,209,reserved
R2619,91,209,reserved
R2620,361,209,reserved
R2621,250,209,reserved
R2622,486,209,reserved
R2623,291,209,flown
R2624,96,209,reserved
R2625,384,209,reserved
R2626,389,209,reserved
R2627,462,209,flown
R2628,226,209,waitlist
R2629,320,209,reserved
R2630,326,209,reserved
R2631,44,210,reserved
R2632,142,210,reserved
R2633,16,210,reserved
R2634,245,210,reserved
R2635,390,210,reserved
R2636,32,210,reserved
R2637,490,210,reserved
R2638,299,210,waitlist
R2639,22,210,reserved
R2640,268,210,waitlist
R2641,193,210,waitlist
R2642,493,210,waitlist
R2643,243,211,waitlist
R2644,310,211,reserved
R2645,190,211,waitlist
R2646,176,211,flown
R2647,419,211,reserved
R2648,185,211,waitlist
R2649,194,211,waitlist
R2650,500,211,reserved
R2651,170,211,flown
R2652,2,211,reserved
R2653,358,211,reserved
R2654,428,211,flown
R2655,72,211,reserved
R2656,445,212,reserved
R2657,487,212,waitlist
R2658,418,212,reserved
R2659,232,212,waitlist
R2660,338,212,flown
R2661,264,212,reserved
R2662,97,212,reserved
R2663,327,212,flown
R2664,417,212,reserved
R2665,325,212,reserved
R2666,497,213,flown
R2667,167,213,waitlist
R2668,120,213,waitlist
R2669,205,213,waitlist
R2670,407,213,reserved
R2671,220,213,flown
R2672,483,213,flown
R2673,338,213,flown
R2674,464,213,reserved
R2675,198,213,reserved
R2676,365,214,reserved
R2677,267,214,flown
R2678,402,214,flown
R2679,259,214,reserved
R2680,255,214,waitlist
R2681,155,214,flown
R2682,281,214,flown
R2683,240,214,reserved
R2684,229,214,flown
R2685,247,214,waitlist
R2686,124,214,reserved
R2687,386,215,flown
R2688,359,215,reserved
R2689,223,215,flown
R2690,15,215,reserved
R2691,476,215,reserved
R2692,197,215,waitlist
R2693,113,215,waitlist
R2694,341,215,reserved
R2695,460,215,waitlist
R2696,341,215,reserved
R2697,274,215,waitlist
R2698,47,216,waitlist
R2699,171,216,flown
R2700,478,216,reserved
R2701,474,216,waitlist
R2702,330,216,reserved
R2703,467,216,waitlist
R2704,377,216,waitlist
R2705,335,216,waitlist
R2706,288,216,flown
R2707,224,216,flown
R2708,115,216,reserved
R2709,149,216,reserved
R2710,46,216,reserved
R2711,480,217,reserved
R2712,483,217,reserved
R2713,189,217,reserved
R2714,161,217,flown
R2715,296,217,waitlist
R2716,160,217,reserved
R2717,275,217,reserved
R2718,199,217,flown
R2719,164,217,waitlist
R2720,409,217,waitlist
R2721,408,217,reserved
R2722,340,217,waitlist
R2723,114,217,reserved
R2724,5,217,reserved
R2725,162,218,reserved
R2726,483,218,reserved
R2727,113,218,reserved
R2728,234,218,reserved
R2729,146,218,reserved
R2730,341,218,flown
R2731,424,218,waitlist
R2732,307,218,reserved
R2733,258,218,flown
R2734,64,218,reserved
R2735,435,218,waitlist
R2736,245,218,waitlist
R2737,111,218,reserved
R2738,495,219,reserved
R2739,415,219,reserved
R2740,424,219,waitlist
R2741,435,219,waitlist
R2742,415,219,reserved
R2743,377,219,reserved
R2744,444,219,waitlist
R2745,439,219,reserved
R2746,201,219,reserved
R2747,418,219,waitlist
R2748,435,219,reserved
R2749,12,219,reserved
R2750,173,219,reserved
R2751,243,219,flown
R2752,388,219,reserved
R2753,271,220,waitlist
R2754,145,220,waitlist
R2755,100,220,waitlist
R2756,281,220,reserved
R2757,68,220,reserved
R2758,406,220,reserved
R2759,413,220,reserved
R2760,479,220,waitlist
R2761,235,220,waitlist
R2762,296,220,reserved
R2763,248,221,reserved
R2764,75,221,reserved
R2765,412,221,waitlist
R2766,377,221,waitlist
R2767,186,221,waitlist
R2768,295,221,reserved
R2769,403,221,flown
R2770,76,221,reserved
R2771,219,221,waitlist
R2772,87,221,flown
R2773,50,221,reserved
R2774,243,221,reserved
R2775,27,221,reserved
R2776,264,221,waitlist
R2777,304,221,reserved
R2778,322,222,waitlist
R2779,126,222,reserved
R2780,124,222,reserved
R2781,155,222,waitlist
R2782,489,222,reserved
R2783,382,222,reserved
R2784,355,222,flown
R2785,344,222,waitlist
R2786,399,222,reserved
R2787,419,222,waitlist
R2788,141,222,waitlist
R2789,189,223,reserved
R2790,60,223,reserved
R2791,251,223,waitlist
R2792,466,223,reserved
R2793,12,223,reserved
R2794,294,223,reserved
R2795,356,223,waitlist
R2796,407,223,reserved
R2797,197,223,reserved
R2798,331,223,waitlist
R2799,153,223,reserved
R2800,51,223,reserved
R2801,366,223,flown
R2802,95,224,reserved
R2803,359,224,reserved
R2804,285,224,flown
R2805,402,224,flown
R2806,251,224,reserved
R2807,429,224,reserved
R2808,366,224,flown
R2809,334,224,reserved
R2810,386,224,reserved
R2811,338,224,flown
R2812,93,224,flown
R2813,356,224,reserved
R2814,285,224,reserved
R2815,161,224,reserved
R2816,295,225,reserved
R2817,83,225,reserved
R2818,132,225,flown
R2819,18,225,reserved
R2820,64,225,reserved
R2821,187,225,flown
R2822,88,225,reserved
R2823,484,225,waitlist
R2824,128,225,reserved
R2825,485,225,flown
R2826,464,225,waitlist
R2827,274,226,reserved
R2828,296,226,reserved
R2829,161,226,reserved
R2830,181,226,waitlist
R2831,262,226,reserved
R2832,51,226,waitlist
R2833,23,226,reserved
R2834,97,226,reserved
R2835,439,226,flown
R2836,491,226,reserved
R2837,283,226,reserved
R2838,184,226,reserved
R2839,374,226,waitlist
R2840,39,226,reserved
R2841,134,226,reserved
R2842,205,227,reserved
R2843,484,227,reserved
R2844,218,227,flown
R2845,74,227,reserved
R2846,37,227,waitlist
R2847,138,227,flown
R2848,357,227,waitlist
R2849,366,227,reserved
R2850,337,227,waitlist
R2851,262,227,waitlist
R2852,215,227,flown
R2853,404,228,reserved
R2854,14,228,flown
R2855,127,228,reserved
R2856,64,228,reserved
R2857,351,228,reserved
R2858,34,228,reserved
R2859,46,228,reserved
R2860,171,228,waitlist
R2861,75,228,flown
R2862,116,228,reserved
R2863,51,228,reserved
R2864,497,228,reserved
R2865,401,229,flown
R2866,90,229,reserved
R2867,449,229,reserved
R2868,421,229,flown
R2869,49,229,reserved
R2870,359,229,reserved
R2871,145,229,reserved
R2872,312,229,reserved
R2873,25,229,reserved
R2874,485,229,waitlist
R2875,177,230,flown
R2876,348,230,flown
R2877,273,230,reserved
R2878,452,230,flown
R2879,245,230,reserved
R2880,133,230,reserved
R2881,263,230,waitlist
R2882,337,230,reserved
R2883,194,230,reserved
R2884,137,230,reserved
R2885,372,230,waitlist
R2886,363,231,waitlist
R2887,348,231,waitlist
R2888,362,231,reserved
R2889,225,231,flown
R2890,409,231,reserved
R2891,147,231,reserved
R2892,220,231,reserved
R2893,368,231,flown
R2894,417,231,reserved
R2895,326,231,flown
R2896,486,231,reserved
R2897,395,231,reserved
R2898,325,232,reserved
R2899,374,232,reserved
R2900,48,232,reserved
R2901,30,232,reserved
R2902,147,232,reserved
R2903,253,232,flown
R2904,6,232,flown
R2905,218,232,waitlist
R2906,478,232,waitlist
R2907,246,232,reserved
R2908,347,233,flown
R2909,358,233,reserved
R2910,8,233,waitlist
R2911,467,233,flown
R2912,4,233,waitlist
R2913,360,233,reserved
R2914,177,233,reserved
R2915,379,233,waitlist
R2916,472,233,flown
R2917,451,233,flown
R2918,351,233,waitlist
R2919,311,233,reserved
R2920,87,233,waitlist
R2921,452,233,waitlist
R2922,463,233,reserved
R2923,188,234,flown
R2924,264,234,reserved
R2925,27,234,reserved
R2926,195,234,reserved
R2927,497,234,reserved
R2928,468,234,waitlist
R2929,426,234,reserved
R2930,393,234,flown
R2931,149,234,reserved
R2932,151,234,reserved
R2933,378,235,waitlist
R2934,202,235,reserved
R2935,157,235,flown
R2936,492,235,waitlist
R2937,423,235,flown
R2938,479,235,reserved
R2939,317,235,flown
R2940,30,235,reserved
R2941,316,235,reserved
R2942,153,235,reserved
R2943,180,236,flown
R2944,96,236,reserved
R2945,5,236,reserved
R2946,252,236,reserved
R2947,271,236,reserved
R2948,79,236,reserved
R2949,468,236,reserved
R2950,80,236,waitlist
R2951,129,236,reserved
R2952,203,236,reserved
R2953,220,237,flown
R2954,275,237,flown
R2955,56,237,flown
R2956,337,237,flown
R2957,83,237,reserved
R2958,383,237,reserved
R2959,184,237,flown
R2960,364,237,reserved
R2961,98,237,reserved
R2962,69,237,reserved
R2963,381,237,reserved
R2964,17,237,reserved
R2965,486,238,reserved
R2966,341,238,flown
R2967,61,238,reserved
R2968,282,238,reserved
R2969,350,238,waitlist
R2970,167,238,waitlist
R2971,400,238,flown
R2972,257,238,waitlist
R2973,380,238,flown
R2974,200,238,reserved
R2975,491,238,reserved
R2976,65,239,reserved
R2977,257,239,reserved
R2978,351,239,reserved
R2979,348,239,flown
R2980,220,239,flown
R2981,378,239,reserved
R2982,246,239,reserved
R2983,249,239,reserved
R2984,220,239,reserved
R2985,79,239,waitlist
R2986,128,240,reserved
R2987,59,240,flown
R2988,359,240,reserved
R2989,421,240,reserved
R2990,243,240,waitlist
R2991,415,240,reserved
R2992,374,240,reserved
R2993,93,240,reserved
R2994,438,240,reserved
R2995,325,240,reserved
R2996,62,240,reserved
